bytes,response_time,request_type_dummy,endpoint_dummy,is_error,os_Mac OS X,os_Windows,os_iOS,d_Mac,d_OnePlus ONEPLUS A6000,d_Other,d_iPhone,b_Chrome Mobile,b_Edge,b_Edge Mobile,b_Firefox,b_Firefox Mobile,b_Mobile Safari,b_Opera,b_Opera Mobile,b_Safari
4747,660.5067568629887,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4556,946.6186075031433,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5088,704.262944620298,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5506,584.5071412496657,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5407,765.9395378255009,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5156,559.8905324384335,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4846,580.142022252988,1,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5825,758.5771096257605,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4308,343.9819948800643,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4723,179.35090528328817,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5780,647.2335727044449,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4410,822.292222909425,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5424,795.5803323438855,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5142,846.7935807340398,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4905,881.4465894609856,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5585,873.7347037573729,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3831,858.1459158144969,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5779,666.2381347212283,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5256,584.4755807553903,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5096,483.112177036168,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4943,565.5952029294724,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4958,823.3968794687128,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5011,387.4300927969357,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4450,532.6874773936627,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4575,410.69194594491387,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5472,590.9238204650767,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4453,822.1542153175967,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5587,607.6478825629359,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4561,538.42576659116,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5273,522.9671099054584,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4859,833.1248298071207,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6434,749.0647525816975,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4529,227.38560489568334,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4690,260.2980546574772,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5477,550.2156067712046,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5242,267.19396950585974,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5590,602.3993412253648,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4434,924.9326182612466,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4676,987.385604188908,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6034,568.1990198564425,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5902,735.9013417940332,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4028,551.4165631742466,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4606,560.8884017271804,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4966,368.32919564780747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4717,438.4705732078713,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4714,393.6862958510438,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4640,685.1636646065425,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5062,666.6553409996583,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4945,617.9139850997105,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5185,867.8704374481459,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4484,546.180495746485,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5612,697.4533060069314,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4562,107.1840345428543,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4977,801.3883165004125,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5802,915.0757709171542,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4980,861.2923500009979,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4640,764.3583189664704,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4888,552.3404179944607,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5266,618.0531326420652,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5185,713.5766806606654,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5921,705.0491577738028,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4930,290.19674390190977,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4578,529.2774620750372,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5100,528.7366870675744,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5290,543.4607805649341,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5110,581.0755422806347,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4553,214.26277111164055,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5259,589.8304189237609,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5063,714.9774185085362,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5357,644.1416631054057,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5428,590.3516523409731,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5032,634.4437137289824,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5465,673.2854677975336,1,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5158,1132.080353525833,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4569,792.0993443049674,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5371,625.3162314992361,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4890,461.66000465967784,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5205,439.42680271670883,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4619,874.8038397052001,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5006,466.8297466345522,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5379,875.2725690021404,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5002,754.6052968808144,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4879,695.568919324434,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5816,621.6015994779618,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5474,350.6048671442372,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4667,267.3120167841178,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5605,581.8976467283533,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5178,814.6716369015326,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3891,301.58017668189376,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5203,643.2757296913044,3,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4536,748.9920220608753,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4663,783.0085764596495,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5353,702.142042061183,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4941,699.9608261900396,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6060,514.6204707179222,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4251,508.5014550918265,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5077,179.11144337467562,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5880,872.5522948012704,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4773,464.52677221731324,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4785,738.8988038149979,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4802,423.4586744734928,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5267,380.6330041707644,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5045,529.7346759981866,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4970,390.59133577638704,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5065,764.3742806952924,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4904,1092.1231670655686,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5138,717.2747066942667,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4933,215.51211700628627,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4667,715.3341165002457,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5720,520.5559830969218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4393,481.31426329501153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5583,854.0557942336889,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5231,421.6561976772019,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4685,513.4405821817788,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4897,383.3278129907012,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4950,649.4781721347058,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4324,552.7720550181876,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5264,408.2773913421306,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5279,632.6692691072254,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4650,468.53210833246175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4491,816.4383279084345,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5127,370.3203579726738,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4594,277.20439874686076,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5206,513.1010090451632,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5486,565.7030264375765,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4781,482.8162465267254,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5156,473.6220651035646,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4060,537.4804975164236,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4730,627.0256762274786,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4620,664.7190548770852,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5309,737.754460910876,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4790,379.8020700368858,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5669,1026.2747173723417,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4991,521.2493398655379,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5117,641.1532535085494,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4540,427.5579247700871,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5445,926.6676908943534,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5469,638.6385968946341,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4289,408.84503419387687,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5377,790.4257750434404,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5106,361.7997130783229,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5232,1118.7783521803528,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5229,431.98819168979213,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4329,867.8878314347385,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4424,289.72544994447844,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5243,423.6425362232655,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4885,356.6673457300168,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5575,815.6253540045212,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5390,632.8795132910265,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5144,364.3835862172966,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4733,420.67846854183574,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5221,569.9846875061978,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6084,697.0343499060862,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5061,393.75776753333855,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4284,472.56423109415937,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5327,647.8670375486745,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4966,667.3869030293955,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4646,428.8231019984994,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4119,871.668483990104,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5508,715.576832183325,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4441,359.35229139303334,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5068,303.6657562371301,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4822,579.1684623734313,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5347,815.1626860389099,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5844,510.7285489566071,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5053,569.9299097053986,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4623,813.1737603713319,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4404,631.6778409025569,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5432,602.3354992193151,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4232,53.569435344216714,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4354,946.2311737242885,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5148,650.9020720213041,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5681,438.51994289013976,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4914,909.6841225918556,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4696,437.0204281366082,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5041,860.7983036350413,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5430,307.84476041774565,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5124,663.1865411933494,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4988,508.2686076203336,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4953,416.3137182482681,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4475,194.8020622244613,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4495,580.1762959400634,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4520,677.8792382945563,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4068,345.1730123662332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4949,305.1030070393208,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5133,923.8442355514869,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4991,828.0261907619417,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5063,804.4606095796754,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5617,501.1380499384888,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4865,756.7550175214592,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5693,1021.1523775114216,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5126,813.5059899879966,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5402,1346.2877996526065,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4931,763.3434724120133,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4408,622.758487424529,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4678,885.53415280683,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5104,524.3579745870213,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4178,442.43931308624275,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4617,702.3365467523872,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4130,314.7776231760103,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5235,692.0745051422164,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4602,864.6220191636287,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5281,861.675541668734,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5917,542.3790097190125,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5307,534.7087510398608,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5248,675.1553132531916,2,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4542,271.2031684624053,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4830,602.4341391932361,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5620,682.2706267456039,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4507,441.2059054196864,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5978,761.3112915666627,3,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4820,409.28834753476315,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4927,434.21662855399546,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6282,647.4888369356452,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3656,532.107716249897,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5028,652.656611186912,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4489,396.83155616080916,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5047,645.8567012195925,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4464,340.44451658514754,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5477,1082.6353816636442,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4670,246.64933132271432,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4994,487.9224027588702,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4651,905.2139152824132,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4869,451.23464577674815,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4746,298.73580486824767,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4912,616.9647602526863,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5461,462.3539582161573,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4174,128.32417707390107,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4279,777.3087009595077,1,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4663,480.51403789748144,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5574,474.64294655814086,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4888,566.0514861915867,1,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5017,837.3089049972066,1,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4940,559.8140410187781,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5189,576.926498802794,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4576,577.3617926595011,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5272,589.842316601116,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5857,828.424305543405,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4484,428.17373471046494,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5154,748.6795588812964,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5083,923.0779695608857,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5198,848.6454061913519,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5120,603.1976117639057,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4803,1129.9608261819237,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5100,677.2996809138981,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5590,515.9116387166141,1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4482,706.8949573207587,2,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5187,625.4014456976265,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5312,941.6567588266557,3,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5031,665.2400616436742,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5617,630.7800061429019,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4846,766.0549244548895,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5400,569.0421567949159,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4915,381.15709044058025,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5247,797.5727369817187,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4870,507.789247065916,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5161,595.1892492875406,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4677,327.94821832643544,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4988,393.79806377009777,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6115,526.175627799437,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4644,293.0042058416006,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5624,179.91905206985194,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4885,621.3614926189709,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5211,865.5472594940934,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4920,596.1669551398015,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4709,635.0000818243641,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5255,740.7374421806487,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4711,600.7124705286122,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4972,430.2341387151347,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5347,686.9641220358567,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4684,337.38586717993724,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4800,363.434853626054,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5077,292.57533746479095,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5283,789.3180312355005,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4549,475.0318185723474,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5915,322.76613352099815,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4629,708.0094425630155,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5721,651.9527791665469,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4589,196.16059985108612,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4493,672.6329787494114,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4884,410.2012106711433,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4305,606.8658945207306,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
